,name,res_time,n_comments,label
121,google/jax/issue2458.yaml,5 days 19:58:57.000000000,2715,0
122,RasaHQ/rasa/issue2634.yaml,154 days 01:00:36.000000000,12372,0
123,timberio/vector/issue2501.yaml,1 days 22:15:36.000000000,1183,0
124,google/jax/issue1814.yaml,0 days 00:42:43.000000000,4325,0
125,formik/formik/issue1230.yaml,0 days 03:21:20.000000000,3862,0
126,google/jax/issue1019.yaml,276 days 13:26:10.000000000,5995,0
127,formik/formik/issue1581.yaml,0 days 04:35:33.000000000,2592,0
128,Anuken/Mindustry/issue634.yaml,2 days 08:25:46.000000000,3732,0
129,CRYTEK/CRYENGINE/issue465.yaml,229 days 22:25:45.000000000,519,0
130,Anuken/Mindustry/issue314.yaml,0 days 00:13:27.000000000,4389,0
131,astaxie/beego/issue2415.yaml,0 days 00:21:18.000000000,2438,0
132,google/jax/issue3750.yaml,0 days 19:37:29.000000000,47,0
133,RasaHQ/rasa/issue4712.yaml,10 days 00:33:11.000000000,4075,0
134,RasaHQ/rasa/issue894.yaml,4 days 06:04:31.000000000,19966,0
135,astaxie/beego/issue2105.yaml,0 days 00:01:44.000000000,2947,0
136,timberio/vector/issue2897.yaml,2 days 17:45:53.000000000,320,0
137,astaxie/beego/issue1610.yaml,3 days 04:54:44.000000000,3995,0
138,RasaHQ/rasa/issue4321.yaml,0 days 00:18:14.000000000,5446,0
139,jonataslaw/getx/issue293.yaml,0 days 01:06:28.000000000,415,0
140,donnemartin/data-science-ipython-notebooks/issue63.yaml,10 days 18:53:52.000000000,3,0
141,astaxie/beego/issue1738.yaml,0 days 02:31:58.000000000,3688,0
142,astaxie/beego/issue1958.yaml,0 days 03:37:12.000000000,3220,0
143,timberio/vector/issue428.yaml,7 days 23:10:00.000000000,6814,0
144,Anuken/Mindustry/issue618.yaml,4 days 23:44:59.000000000,3763,0
145,RasaHQ/rasa/issue4328.yaml,0 days 02:46:37.000000000,5439,0
146,Anuken/Mindustry/issue1492.yaml,0 days 01:42:04.000000000,1564,0
147,RasaHQ/rasa/issue549.yaml,3 days 07:07:02.000000000,21236,0
148,timberio/vector/issue484.yaml,0 days 00:31:16.000000000,6729,0
149,jonataslaw/getx/issue149.yaml,0 days 00:05:06.000000000,1119,0
150,Anuken/Mindustry/issue1409.yaml,0 days 00:06:32.000000000,1763,0
151,erikgrinaker/toydb/issue21.yaml,47 days 21:03:40.000000000,7,0
152,Covid-19Radar/Covid19Radar/issue352.yaml,0 days 00:07:25.000000000,350,0
153,RasaHQ/rasa/issue1546.yaml,74 days 00:42:00.000000000,17291,0
154,google/jax/issue2910.yaml,0 days 00:37:11.000000000,1661,0
155,astaxie/beego/issue710.yaml,0 days 00:23:26.000000000,5943,0
156,astaxie/beego/issue3929.yaml,111 days 19:49:45.000000000,270,0
157,awesome-selfhosted/awesome-selfhosted/issue1280.yaml,0 days 11:29:12.000000000,1038,0
158,CRYTEK/CRYENGINE/issue606.yaml,192 days 21:04:15.000000000,251,0
159,Anuken/Mindustry/issue300.yaml,3 days 05:28:14.000000000,4403,0
160,Covid-19Radar/Covid19Radar/issue22.yaml,0 days 04:32:24.000000000,578,0
161,Anuken/Mindustry/issue507.yaml,34 days 04:35:16.000000000,4102,0
162,timberio/vector/issue344.yaml,122 days 22:31:57.000000000,6939,0
163,RasaHQ/rasa/issue3182.yaml,1 days 04:56:44.000000000,9864,0
164,jonataslaw/getx/issue135.yaml,0 days 00:53:51.000000000,1166,0
165,alibaba/hooks/issue138.yaml,0 days 03:40:33.000000000,682,0
166,astaxie/beego/issue1191.yaml,213 days 08:41:51.000000000,4995,0
167,formik/formik/issue2550.yaml,7 days 08:16:59.000000000,72,0
168,astaxie/beego/issue1215.yaml,0 days 02:47:00.000000000,4953,0
169,RasaHQ/rasa/issue1442.yaml,2 days 19:24:42.000000000,17615,0
170,Genymobile/scrcpy/issue308.yaml,242 days 04:31:27.000000000,6034,0
171,CRYTEK/CRYENGINE/issue416.yaml,308 days 18:23:28.000000000,610,0
172,RasaHQ/rasa/issue1657.yaml,1 days 02:43:34.000000000,16849,0
173,timberio/vector/issue2983.yaml,0 days 23:04:17.000000000,163,0
174,tobspr/shapez.io/issue57.yaml,1 days 09:40:12.000000000,779,0
175,spmallick/learnopencv/issue96.yaml,0 days 00:00:51.000000000,245,0
176,astaxie/beego/issue1773.yaml,0 days 10:59:56.000000000,3603,0
177,RasaHQ/rasa/issue176.yaml,2 days 13:12:56.000000000,22966,0
178,formik/formik/issue1181.yaml,0 days 03:59:14.000000000,4085,0
179,Genymobile/scrcpy/issue900.yaml,205 days 13:34:56.000000000,2928,0
180,erikgrinaker/toydb/issue38.yaml,0 days 03:42:02.000000000,1,0
181,github/super-linter/issue293.yaml,2 days 18:29:58.000000000,301,0
182,Anuken/Mindustry/issue123.yaml,0 days 00:31:40.000000000,4626,0
183,Anuken/Mindustry/issue223.yaml,6 days 01:10:47.000000000,4490,0
184,astaxie/beego/issue2232.yaml,8 days 09:11:25.000000000,2713,0
185,RasaHQ/rasa/issue429.yaml,21 days 01:33:44.000000000,21924,0
186,awesome-selfhosted/awesome-selfhosted/issue1666.yaml,1 days 17:03:43.000000000,484,0
187,formik/formik/issue1232.yaml,83 days 11:37:24.000000000,3862,0
188,spmallick/learnopencv/issue314.yaml,0 days 00:12:49.000000000,89,0
189,bradtraversy/design-resources-for-developers/issue127.yaml,0 days 00:12:33.000000000,171,0
190,astaxie/beego/issue3181.yaml,50 days 03:43:47.000000000,1150,0
191,RasaHQ/rasa/issue33.yaml,617 days 22:40:29.000000000,23399,0
192,timberio/vector/issue2035.yaml,0 days 00:32:32.000000000,2262,0
193,wg/wrk/issue355.yaml,0 days 02:53:41.000000000,112,0
194,RasaHQ/rasa/issue2553.yaml,177 days 05:51:15.000000000,12703,0
195,Covid-19Radar/Covid19Radar/issue634.yaml,0 days 22:53:26.000000000,40,0
196,astaxie/beego/issue3513.yaml,87 days 10:38:50.000000000,751,0
197,google/jax/issue3165.yaml,2 days 06:18:16.000000000,1050,0
198,RasaHQ/rasa/issue1789.yaml,0 days 02:06:56.000000000,16397,0
199,RasaHQ/rasa/issue3040.yaml,14 days 02:34:53.000000000,10636,0
200,astaxie/beego/issue1078.yaml,526 days 09:45:34.000000000,5229,0
201,astaxie/beego/issue424.yaml,136 days 15:22:51.000000000,6691,0
202,awesome-selfhosted/awesome-selfhosted/issue579.yaml,0 days 19:48:52.000000000,2202,0
203,google/jax/issue1618.yaml,0 days 04:21:49.000000000,4705,0
204,timberio/vector/issue1863.yaml,0 days 04:50:35.000000000,2878,0
205,astaxie/beego/issue670.yaml,0 days 01:26:06.000000000,6052,0
206,lnbook/lnbook/issue10.yaml,14 days 13:24:19.000000000,307,0
207,alibaba/hooks/issue249.yaml,0 days 00:31:10.000000000,467,0
208,Anuken/Mindustry/issue157.yaml,0 days 00:16:10.000000000,4513,0
209,Anuken/Mindustry/issue1797.yaml,0 days 00:51:00.000000000,927,0
210,iaincollins/next-auth/issue385.yaml,15 days 12:44:48.000000000,198,0
211,Covid-19Radar/Covid19Radar/issue586.yaml,1 days 02:33:04.000000000,73,0
212,timberio/vector/issue643.yaml,43 days 06:56:52.000000000,6365,0
213,formik/formik/issue611.yaml,111 days 23:06:25.000000000,6657,0
214,Genymobile/scrcpy/issue682.yaml,253 days 10:46:39.000000000,3879,0
215,RasaHQ/rasa/issue2977.yaml,37 days 21:16:18.000000000,10937,0
216,RasaHQ/rasa/issue2901.yaml,65 days 02:14:51.000000000,11242,0
217,timberio/vector/issue1789.yaml,1 days 18:12:26.000000000,3066,0
218,RasaHQ/rasa/issue725.yaml,23 days 02:59:46.000000000,20595,0
219,Genymobile/scrcpy/issue858.yaml,0 days 09:54:26.000000000,3129,0
220,google/jax/issue1361.yaml,3 days 23:54:16.000000000,5347,0
221,astaxie/beego/issue1218.yaml,0 days 07:50:24.000000000,4938,0
222,timberio/vector/issue1873.yaml,4 days 04:11:21.000000000,2860,0
223,Genymobile/scrcpy/issue1586.yaml,0 days 01:37:43.000000000,57,0
224,RasaHQ/rasa/issue702.yaml,96 days 11:23:51.000000000,20679,0
225,ngosang/trackerslist/issue3.yaml,0 days 19:05:32.000000000,438,0
226,bradtraversy/design-resources-for-developers/issue238.yaml,0 days 00:46:48.000000000,106,0
227,spmallick/learnopencv/issue69.yaml,0 days 02:18:59.000000000,256,0
228,RasaHQ/rasa/issue490.yaml,8 days 21:11:52.000000000,21556,0
229,alibaba/hooks/issue297.yaml,0 days 03:01:14.000000000,398,0
230,google/jax/issue2851.yaml,4 days 19:45:10.000000000,1818,0
231,Genymobile/scrcpy/issue830.yaml,239 days 13:44:41.000000000,3254,0
232,alibaba/hooks/issue484.yaml,2 days 08:43:58.000000000,66,0
233,formik/formik/issue133.yaml,54 days 23:47:18.000000000,9106,0
234,RasaHQ/rasa/issue3732.yaml,5 days 08:15:54.000000000,7832,0
235,Genymobile/scrcpy/issue135.yaml,80 days 14:57:52.000000000,7053,0
236,timberio/vector/issue1784.yaml,5 days 17:39:21.000000000,3083,0
237,alievk/avatarify/issue110.yaml,2 days 02:16:44.000000000,471,0
238,astaxie/beego/issue474.yaml,6 days 22:59:34.000000000,6497,0
239,awesome-selfhosted/awesome-selfhosted/issue192.yaml,22 days 19:31:37.000000000,2962,0
240,astaxie/beego/issue1708.yaml,0 days 00:53:28.000000000,3746,0
241,google/jax/issue1042.yaml,0 days 00:01:03.000000000,5956,0
242,spmallick/learnopencv/issue119.yaml,1 days 16:07:36.000000000,216,0
243,RasaHQ/rasa/issue5555.yaml,40 days 01:36:13.000000000,1676,0
244,Facebook/react-native/gfi_issue21581.yaml,26 days 00:34:09.000000000,414,0
245,Anuken/Mindustry/issue728.yaml,0 days 18:11:02.000000000,3539,0
246,google/jax/issue3734.yaml,0 days 17:30:06.000000000,57,0
247,google/jax/issue1834.yaml,1 days 14:46:22.000000000,4272,0
248,google/jax/issue2425.yaml,0 days 20:55:23.000000000,2772,0
249,google/jax/issue2500.yaml,5 days 06:47:33.000000000,2586,0
250,google/jax/issue1549.yaml,0 days 02:18:22.000000000,4858,0
251,awesome-selfhosted/awesome-selfhosted/issue383.yaml,11 days 12:35:26.000000000,2645,0
252,formik/formik/issue731.yaml,67 days 00:35:04.000000000,5982,0
253,timberio/vector/issue2513.yaml,1 days 01:26:55.000000000,1160,0
254,RasaHQ/rasa/issue4409.yaml,20 days 23:37:25.000000000,5207,0
255,Covid-19Radar/Covid19Radar/issue540.yaml,0 days 03:43:39.000000000,134,0
256,Anuken/Mindustry/issue711.yaml,0 days 07:21:22.000000000,3553,0
257,CRYTEK/CRYENGINE/issue608.yaml,110 days 08:04:21.000000000,247,0
258,Genymobile/scrcpy/issue1088.yaml,5 days 04:12:31.000000000,1972,0
259,RasaHQ/rasa/issue3159.yaml,12 days 21:25:22.000000000,9951,0
260,astaxie/beego/issue2157.yaml,0 days 06:41:49.000000000,2847,0
261,astaxie/beego/issue578.yaml,0 days 00:15:23.000000000,6312,0
262,CRYTEK/CRYENGINE/issue48.yaml,12 days 16:43:15.000000000,1452,0
263,astaxie/beego/issue1517.yaml,3 days 22:18:55.000000000,4244,0
264,astaxie/beego/issue1019.yaml,566 days 05:46:53.000000000,5377,0
265,formik/formik/issue1191.yaml,0 days 12:22:33.000000000,4066,0
266,Anuken/Mindustry/issue357.yaml,0 days 13:16:10.000000000,4339,0
267,awesome-selfhosted/awesome-selfhosted/issue147.yaml,14 days 20:14:44.000000000,3045,0
268,spmallick/learnopencv/issue378.yaml,0 days 00:04:41.000000000,55,0
269,lnbook/lnbook/issue234.yaml,6 days 05:43:21.000000000,36,0
270,awesome-selfhosted/awesome-selfhosted/issue340.yaml,69 days 16:57:39.000000000,2745,0
271,jhu-ep-coursera/fullstack-course4/issue60.yaml,1 days 01:22:38.000000000,154,0
272,astaxie/beego/issue3439.yaml,1 days 01:42:15.000000000,845,0
273,astaxie/beego/issue3671.yaml,10 days 00:13:30.000000000,545,0
274,Anuken/Mindustry/issue953.yaml,0 days 01:15:04.000000000,3019,0
275,RasaHQ/rasa/issue3750.yaml,0 days 08:01:44.000000000,7782,0
276,astaxie/beego/issue646.yaml,4 days 18:13:10.000000000,6117,0
277,formik/formik/issue292.yaml,1 days 01:43:06.000000000,8276,0
278,astaxie/beego/issue2108.yaml,0 days 05:44:42.000000000,2941,0
279,Anuken/Mindustry/issue1621.yaml,0 days 01:17:06.000000000,1234,0
280,astaxie/beego/issue1631.yaml,0 days 10:12:23.000000000,3949,0
281,Covid-19Radar/Covid19Radar/issue522.yaml,0 days 03:47:42.000000000,174,0
282,google/jax/issue2368.yaml,0 days 01:15:09.000000000,2922,0
283,RasaHQ/rasa/issue1957.yaml,377 days 14:02:04.000000000,15632,0
284,geongeorge/i-hate-regex/issue5.yaml,2 days 20:41:38.000000000,82,0
285,timberio/vector/issue2045.yaml,13 days 02:14:03.000000000,2251,0
286,Genymobile/scrcpy/issue692.yaml,2 days 15:19:43.000000000,3834,0
287,Anuken/Mindustry/issue1055.yaml,96 days 23:43:56.000000000,2742,0
288,RasaHQ/rasa/issue978.yaml,0 days 17:49:06.000000000,19670,0
289,astaxie/beego/issue120.yaml,0 days 00:48:24.000000000,7811,0
290,spmallick/learnopencv/issue33.yaml,0 days 01:31:16.000000000,289,0
291,Anuken/Mindustry/issue863.yaml,0 days 09:20:33.000000000,3199,0
292,astaxie/beego/issue473.yaml,0 days 16:59:15.000000000,6504,0
293,tobspr/shapez.io/issue430.yaml,4 days 07:20:54.000000000,64,0
294,RasaHQ/rasa/issue5159.yaml,0 days 01:00:46.000000000,2628,0
295,google/jax/issue3043.yaml,4 days 03:31:40.000000000,1368,0
296,timberio/vector/issue1773.yaml,0 days 23:24:27.000000000,3109,0
297,astaxie/beego/issue2930.yaml,367 days 09:04:48.000000000,1462,0
298,CRYTEK/CRYENGINE/issue208.yaml,0 days 19:55:29.000000000,1069,0
299,astaxie/beego/issue132.yaml,1 days 11:07:41.000000000,7746,0
300,spmallick/learnopencv/issue184.yaml,0 days 06:21:14.000000000,168,0
301,formik/formik/issue55.yaml,2 days 09:14:09.000000000,9485,0
302,awesome-selfhosted/awesome-selfhosted/issue515.yaml,0 days 03:03:58.000000000,2337,0
303,tobspr/shapez.io/issue381.yaml,1 days 04:28:38.000000000,147,0
304,RasaHQ/rasa/issue4083.yaml,2 days 03:03:00.000000000,6408,0
305,astaxie/beego/issue1479.yaml,0 days 08:45:01.000000000,4342,0
306,jonataslaw/getx/issue386.yaml,0 days 00:15:57.000000000,40,0
307,RasaHQ/rasa/issue67.yaml,21 days 20:18:30.000000000,23321,0
308,astaxie/beego/issue1759.yaml,1 days 11:13:53.000000000,3663,0
309,timberio/vector/issue2772.yaml,0 days 18:47:21.000000000,586,0
310,RasaHQ/rasa/issue5633.yaml,5 days 20:15:48.000000000,1458,0
311,RasaHQ/rasa/issue169.yaml,0 days 13:56:56.000000000,22989,0
312,RasaHQ/rasa/issue471.yaml,0 days 04:57:13.000000000,21662,0
313,RasaHQ/rasa/issue1751.yaml,13 days 03:23:23.000000000,16557,0
314,awesome-selfhosted/awesome-selfhosted/issue1755.yaml,27 days 02:41:02.000000000,373,0
315,RasaHQ/rasa/issue2922.yaml,58 days 20:21:00.000000000,11182,0
316,astaxie/beego/issue3374.yaml,14 days 20:02:03.000000000,927,0
317,s-matyukevich/raspberry-pi-os/issue34.yaml,0 days 01:10:03.000000000,197,0
318,Anuken/Mindustry/issue2073.yaml,0 days 00:13:42.000000000,354,0
319,timberio/vector/issue953.yaml,0 days 23:41:30.000000000,5348,0
320,RasaHQ/rasa/issue5212.yaml,1 days 09:38:33.000000000,2492,0
321,Anuken/Mindustry/issue1327.yaml,0 days 02:00:25.000000000,2018,0
322,RasaHQ/rasa/issue4319.yaml,103 days 02:08:37.000000000,5459,0
323,RasaHQ/rasa/issue85.yaml,66 days 00:55:07.000000000,23268,0
324,Covid-19Radar/Covid19Radar/issue150.yaml,1 days 03:29:28.000000000,481,0
325,acidanthera/OpenCorePkg/issue52.yaml,0 days 21:17:44.000000000,31,0
326,RasaHQ/rasa/issue3666.yaml,3 days 02:16:28.000000000,8055,0
327,RasaHQ/rasa/issue1724.yaml,0 days 19:51:54.000000000,16629,0
328,astaxie/beego/issue3134.yaml,85 days 21:32:58.000000000,1236,0
329,formik/formik/issue1318.yaml,10 days 19:16:32.000000000,3560,0
330,RasaHQ/rasa/issue3534.yaml,1 days 23:16:28.000000000,8734,0
331,Anuken/Mindustry/issue675.yaml,0 days 06:58:27.000000000,3605,0
332,RasaHQ/rasa/issue3444.yaml,1 days 01:42:55.000000000,8863,0
333,timberio/vector/issue240.yaml,56 days 08:04:47.000000000,7156,0
334,timberio/vector/issue213.yaml,0 days 00:37:13.000000000,7183,0
335,RasaHQ/rasa/issue1843.yaml,497 days 20:01:20.000000000,16217,0
336,CRYTEK/CRYENGINE/issue410.yaml,323 days 17:56:28.000000000,635,0
337,formik/formik/issue1186.yaml,0 days 08:37:52.000000000,4083,0
338,awesome-selfhosted/awesome-selfhosted/issue765.yaml,0 days 08:52:24.000000000,1844,0
339,iaincollins/next-auth/issue100.yaml,40 days 07:11:28.000000000,1311,0
340,RasaHQ/rasa/issue2100.yaml,316 days 12:37:20.000000000,14914,0
341,awesome-selfhosted/awesome-selfhosted/issue426.yaml,0 days 00:00:42.000000000,2578,0
342,Anuken/Mindustry/issue3.yaml,8 days 11:46:30.000000000,4858,0
343,formik/formik/issue2036.yaml,0 days 15:48:00.000000000,1346,0
344,google/jax/issue1191.yaml,0 days 03:06:13.000000000,5671,0
345,astaxie/beego/issue2999.yaml,78 days 00:33:06.000000000,1378,0
346,wg/wrk/issue125.yaml,0 days 00:07:18.000000000,567,0
347,google/jax/issue1601.yaml,0 days 00:00:13.000000000,4743,0
348,formik/formik/issue131.yaml,0 days 00:24:00.000000000,9108,0
349,RasaHQ/rasa/issue2303.yaml,259 days 03:26:03.000000000,13834,0
350,Anuken/Mindustry/issue335.yaml,0 days 00:14:01.000000000,4369,0
351,Anuken/Mindustry/issue1642.yaml,0 days 00:17:55.000000000,1203,0
